id_arquivo;gt;tess_12;tess_7;OCR
86328049_8050.png;From- UNTON WILL;Froe-HUNTON DILL ;Froe-HUNTON DILL ;Froe-HUNTON DILL
86328049_8050.png;T-122 P.01/04 F-066;T=122 P.o1/o4 ‘P=066 ;T=-122 «P.01/04 «F066 ;T=-122 «P.01/04 «F066
86328049_8050.png;TELECOPY INFORMATION HUNTON & WILLIAMS Riverfront Plaza 951 East Byrd Street Richmond, Virginia 23219 -4074 (804)788-8200 2nd Floor Telecopier;TELECOPY INFORMATION HUNTON & WILLIAMS Riverfront Plaza 951 East Byrd Street Richmond, Virginia 23219-4074 (804)788-8200 2nd Floor Telecopier ; ;TELECOPY INFORMATION HUNTON & WILLIAMS Riverfront Plaza 951 East Byrd Street Richmond, Virginia 23219-4074 (804)788-8200 2nd Floor Telecopier
86328049_8050.png;Telecopier Nos.;Telecopier Nos. ;Telecopier Nos. ;Telecopier Nos.
86328049_8050.png;(804) 788- 8218 (804) 788- 8219 (804) 788- 8669;(804)788-8218 (804)788-8219 (804)788-8669 ;aos ae s19 ;(804)788-8218 (804)788-8219 (804)788-8669
86328049_8050.png;FAX NO:; ;FAX NO.: ;FAX NO.:
86328049_8050.png;FAX NO:; ;FAX NO.- ;FAX NO.-
86328049_8050.png;FAX NO.:;FAX NO.- ;FAX NO.- ;FAX NO.-
86328049_8050.png;FAX NO.:;FAX NO. ;FAX NO. ;FAX NO.
86328049_8050.png;FAX NOc.:; ;FAX NO.: ;FAX NO.:
86328049_8050.png;FAX NOv;[AX NO. ;FAX NO.: ;FAX NO.:
86328049_8050.png;FAX NOv;FAX Ne ;FAX NO.: ;FAX NO.:
86328049_8050.png;FAX NOv; ;FAX NO.: ;FAX NO.:
86328049_8050.png;FAX NOv; ;FAX NO.: ;FAX NO.:
86328049_8050.png;FAX NOv; ;FAX NO.: ;FAX NO.:
86328049_8050.png;FAX NOv; ;FAX NO.: ;FAX NO.:
86328049_8050.png;FAX NOv; ;FAX NO.- ;FAX NO.-
86328049_8050.png;FAX NOv;FAX NO. ;FAX NO.: ;FAX NO.:
86328049_8050.png;FAX NOv; ;FAX NO: ;FAX NO:
86328049_8050.png;FAX NOv; ;FAX NO.: ;FAX NO.:
86328049_8050.png;FAX NOv;FAX NO.- ;FAX NO.- ;FAX NO.-
86328049_8050.png;FAX NO.:;FAX NO.: ;FAX NO.: ;FAX NO.:
86328049_8050.png;Pages (Including Cover);Pages (Including Cover) ;Pages (Including Cover) ;Pages (Including Cover)
86328049_8050.png;Original to follow in mail:;Original to follow in mail: ;Original to follow in mail: ;Original to follow in mail:
86328049_8050.png;Ken Forrest;Ken Forrest ;Ken Forrest ;Ken Forrest
86328049_8050.png;212- 403- 2211;212-403-2211 ;212-403-2211 ;212-403-2211
86328049_8050.png;Tom Frederick;Tom Frederick ;Tom Frederick ;Tom Frederick
86328049_8050.png;312- 558- 5700;312-558-5700 ;312-558-5700 ;312-558-5700
86328049_8050.png;Tom Griffin;Tom Griffin ;Tom Griffin ;Tom Griffin
86328049_8050.png;617- 523- 1231;617-523-1231 ;617-523-1231 ;617-523-1231
86328049_8050.png;Ever Hurwitz;Even Hurwitz ;Even Hurwitz ;Even Hurwitz
86328049_8050.png;202- 342- 5999;202-942-5999 ;202-942-5999 ;202-942-5999
86328049_8050.png;Barry Levin/ Curl Caton;Barry Levin/Curt Caton ;Barry Levin/Curt Caton ;Barry Levin/Curt Caton
86328049_8050.png;415- 772- 6268;415-772-6268 ;415-772-6268 ;415-772-6268
86328049_8050.png;Barbara Robbins;Barbara Robbins ;Barbara Robbins ;Barbara Robbins
86328049_8050.png;212- 403- 2033;103-2033 ;212-403-2033 ;212-403-2033
86328049_8050.png;Greg Stone/Ron Olson;Greg Stane/Ron Olson ;Greg Stane/Ron Olson ;Greg Stane/Ron Olson
86328049_8050.png;213- 687- 3702;213-687-3702 ;213-687-3702 ;213-687-3702
86328049_8050.png;Bill Allinder/Jeff Nelson;Bill Allinder/Jeff Nelsan ;Bill Allinder/Jeff Nelsan ;Bill Allinder/Jeff Nelsan
86328049_8050.png;816- 421- 2708;816-421-2708 ;816-421-2708 ;816-421-2708
86328049_8050.png;Steve Krigbaum;Steve Kriobaum ;Steve Kriobaum ;Steve Kriobaum
86328049_8050.png;917- 663- 5593;917-663-5593 ;917-663-5593 ;917-663-5593
86328049_8050.png;Tom Stoever;Tom Stoever ;Tom Stoever ;Tom Stoever
86328049_8050.png;303- 832- 0428;303-832-0428 ;303-832-0428 ;303-832-0428
86328049_8050.png;Judy Bernstein- Gaeta;Judy Bernstein-Gaeta ;Judy Bernstein-Gaeta ;Judy Bernstein-Gaeta
86328049_8050.png;202- 942- 5999;202-842-5999 ;202-842-5999 ;202-842-5999
86328049_8050.png;Dal Burton;Dal Burton ;Dal Burton ;Dal Burton
86328049_8050.png;404- 581- 8330;404-481-8330 ;404-481-8330 ;404-481-8330
86328049_8050.png;Andy McGaan;icGaan ;Andy McGaan ;Andy McGaan
86328049_8050.png;312- 861- 2200;i 11-2200 ;312-861-2200 ;312-861-2200
86328049_8050.png;James Wilson;James Wilson ;James Wilson ;James Wilson
86328049_8050.png;336- 335- 7707;336-335-7707 ;336-335-7707 ;336-335-7707
86328049_8050.png;Eric Sarner/ Doug Flemming/;Eric Sarner/Doug Flemmina/ ;Eric Sarner/Doug Flemmina/ ;Eric Sarner/Doug Flemmina/
86328049_8050.png;Peter Mckenna;Peter McKenna ;Peter McKenna ;Peter McKenna
86328049_8050.png;212- 735- 2000;212-735-2000 ;212-735-2000 ;212-735-2000
86328049_8050.png;Thomas McKim;Thomas McKim ;Thomas McKim ;Thomas McKim
86328049_8050.png;336- 741- 0671;336-741-0671 ;336-741-0671 ;336-741-0671
86328049_8050.png;D. Scott Wise;D. Scott Wise ;D. Scott Wise ;D. Scott Wise
86328049_8050.png;212- 450- 4800;212-450-4800 ;212-450-4800 ;212-450-4800
87086073.png;DATE; ;DATE ;DATE
87086073.png;STRUCTURE; ;STRUCTURE ;STRUCTURE
87086073.png;COMMENTS;COMMENTS, ;COMMENTS, ;COMMENTS,
87086073.png;J.;J. ;J. ;J.
87086073.png;D.; ;iD. ;iD.
87086073.png;Engle; ;Erole ;Erole
87086073.png;R.; ;R. ;R.
87086073.png;F.;F. ;F. ;F.
87086073.png;Dufresne;Dufresne ;Dufresne ;Dufresne
87086073.png;Vanitrope;Vanitrope ;Vanitrope ;Vanitrope
87086073.png;III;Ir ;Ir ;Ir
87086073.png;B134;B134 ;B134 ;B134
87086073.png;87086073;8'7086073 ; ;8'7086073
87086073.png;DECISION TREE ESTIMATION OF TOXIC RISK;DECISION TREE ESTIMATION OF TOXIC RISK ;DECISION TREE ESTIMATION OF TOXIC RISK ;DECISION TREE ESTIMATION OF TOXIC RISK
87086073.png;J. D. Ergle and R. F. Dufresne;J. D. Ergle and R. F. Dufresne ;J. D. Ergle and R. F. Dufresne ;J. D. Ergle and R. F. Dufresne
87086073.png;August 14, 1990;August 14, 1990 ;August 14, 1990 ;August 14, 1990
87086073.png;CH3CH2O OH;CH,CH,O. OH ;swt ;CH,CH,O. OH
87086073.png;ESTIMATED TOXICITY CLASS;ESTHMATED TOMCITY CLASS ;ESTHMATED TOMCITY CLASS ;ESTHMATED TOMCITY CLASS
87086073.png;LORILLARO COMPOUND CODE NUMBER;LORILLARO COMPOUND COOE NUMBER ;LORILLARO COMPOUND COOE NUMBER ;LORILLARO COMPOUND COOE NUMBER
87086073.png;This ethoxy substitued aromatic falls into class III.;This ethoxy substituted aromatic falls into class III. ;This ethoxy substituted aromatic falls into class III. ;This ethoxy substituted aromatic falls into class III.
87086073.png;Research Chemist;Research Chemist ;Research Chemist ;Research Chemist
87086073.png;Research Chemist;Research Chemist ;Research Chemist ;Research Chemist
87086073.png;LORILLARD RESEARCH CENTER;‘(LORELARD RESEARCH CENTER ;‘(LORELARD RESEARCH CENTER ;‘(LORELARD RESEARCH CENTER
87086073.png;FORM ; ;FOR 1 (SOy ;FOR 1 (SOy
87093315_87093318.png;Date:;Date: ;Date: ;Date:
87093315_87093318.png;on; ;on ;on
87093315_87093318.png;BLEND; ;BLEND ;BLEND
87093315_87093318.png;CASTING;CASING ;CASING ;CASING
87093315_87093318.png;RECASING;RECASING ;RECASING ;RECASING
87093315_87093318.png;MENIHOL; ;MENTHOL ;MENTHOL
87093315_87093318.png;Filters;Filters ;Filters ;Filters
87093315_87093318.png;Cigarettes;Cigarettes ;Cigarettes ;Cigarettes
87093315_87093318.png;Maker; ;Maker ;Maker
87093315_87093318.png;Length; ;Length ;Length
87093315_87093318.png;Circumference; ;Circumference ;Circumference
87093315_87093318.png;Weight;Weicht ;Weicht ;Weicht
87093315_87093318.png;Paper; ;Paper ;Paper
87093315_87093318.png;Kind; ;Kind ;Kind
87093315_87093318.png;Circumference; ;Circumference ;Circumference
87093315_87093318.png;Weight; ;Weight ;Weight
87093315_87093318.png;Plast.;last. ;Plast. ;Plast.
87093315_87093318.png;3/14/90;3/14/90 ;3/14/90 ;3/14/90
87093315_87093318.png;Attached; ;Attached ;Attached
87093315_87093318.png;Attached; ;Attached ;Attached
87093315_87093318.png;mm; ;m ;m
87093315_87093318.png;430;430 ;430 ;430
87093315_87093318.png;G; ;G ;G
87093315_87093318.png;White;White ;White ;White
87093315_87093318.png;Blue; ;Blue ;Blue
87093315_87093318.png;White;White ;White ;White
87093315_87093318.png;White; ;Wwniite ;Wwniite
87093315_87093318.png;James;James ;James ;James
87093315_87093318.png;James;James ;James ;James
87093315_87093318.png;MFG.; ;MFG. ;MFG.
87093315_87093318.png;Wrapping;Wrapping ;Wrapping ;Wrapping
87093315_87093318.png;Responsibility; ;Responsibility ;Responsibility
87093315_87093318.png;Closures; ;Closures ;Closures
87093315_87093318.png;Labels; ;Labels ;Labels
87093315_87093318.png;Cartons; ;Cartor ;Cartor
87093315_87093318.png;Markings;Markings ;Markings ;Markings
87093315_87093318.png;Shipping;Shipping ;Shipping ;Shipping
87093315_87093318.png;Requirements; ;Requirements ;Requirements
87093315_87093318.png;Laboratory;Laboratory ;Laboratory ;Laboratory
87093315_87093318.png;Analysis:;Analysis ;Analysis: ;Analysis:
87093315_87093318.png;87093315;897093315 ; ;897093315
87093315_87093318.png;90- B- 1;90-B-1 ;90-B-1 ;90-B-1
87093315_87093318.png;1194- 90;1194-90 ;1194-90 ;1194-90
87093315_87093318.png;100 mm Filter;100 om Filter ;100 om Filter ;100 om Filter
87093315_87093318.png;47.5 lbs.;47.5 lbs. ;47.5 lbs. ;47.5 lbs.
87093315_87093318.png;Original Request Made By;ciginal Request Made By ;Original Request Made By ;Original Request Made By
87093315_87093318.png;J. H. Bell;J.H. Bell Bell ;J.H. Bell ;J.H. Bell Bell
87093315_87093318.png;2/15/90;2/15/90 ;2/15/90 ;2/15/90
87093315_87093318.png;Purpose of Sample;Purpose of ;Purpose of Sample ;Purpose of Sample
87093315_87093318.png;Cigarette Modification B- 451;Cigarette Modification B-451 ;Cigarette Modification B-451 ;Cigarette Modification B-451
87093315_87093318.png;Sample Specifications Written By;Sample Specifications Written By ;Sample Specifications Written By ;Sample Specifications Written By
87093315_87093318.png;C. W. Lassiter;C.W. Lassiter ;C.W. Lassiter ;C.W. Lassiter
87093315_87093318.png;FINAL FLAVOR;FINAL FLAVOR ;FINAL FLAVOR ;FINAL FLAVOR
87093315_87093318.png;MK 8;MK 8 ;MK 8 ;MK 8
87093315_87093318.png;99.0 mm;99.0 mm ;99.0 mm ;99.0 mm
87093315_87093318.png;27 mm;27 mm ;27 mm ;27 mm
87093315_87093318.png;24.8 mm;24.8 mm ;24.8 mm ;24.8 mm
87093315_87093318.png;78.0 g / 100;78.0g/10( ;78.0g/100 ;78.0g/100
87093315_87093318.png;81- 01- 07;81-01-07 ;81-01-07 ;81-01-07
87093315_87093318.png;25- 04- 07;25-04-07 ;25-04-07 ;25-04-07
87093315_87093318.png;67 mm White;67 mm White ;67 mm White ;67 mm White
87093315_87093318.png;Sample No.;Sample No, ;Sample No, ;Sample No,
87093315_87093318.png;Type of Cigarette;Type of Cigarette ;Type of Cigarette ;Type of Cigarette
87093315_87093318.png;Batch Size;Batch Size ;Batch Size ;Batch Size
87093315_87093318.png;Filter Length;Filter Length ;Filter Length ;Filter Length
87093315_87093318.png;Tip. Paper;Paper ;Tip. Paper ;Tip. Paper
87093315_87093318.png;Tip. Paper Por.;Tip. Paper Por. ;Tip. Paper Por. ;Tip. Paper Por.
87093315_87093318.png;Glue Roller;Glue Poller ;Glue Poller ;Glue Poller
87093315_87093318.png;Air Dilution;Air Dilution ; ;Air Dilution
87093315_87093318.png;13.0 %;13.0 & ;13.0 & ;13.0 &
87093315_87093318.png;Section A;Section A ;Section A ;Section A
87093315_87093318.png;Section B;Section B ;Section B ;Section B
87093315_87093318.png;27 mm;27 mm ;27 mm ;27 mm
87093315_87093318.png;3.3/ 35,000;3.3/35,000 ;3.3/35,000 ;3.3/35,000
87093315_87093318.png;OG Lt.;OG Lt. ;OG Lt. ;OG Lt.
87093315_87093318.png;108 mm;108 mm ;108 mm ;108 mm
87093315_87093318.png;400 mm;400 mm ;400 mm ;400 mm
87093315_87093318.png;24.45 mm;24.45 mm ;24.45 mm ;24.45 mm
87093315_87093318.png;75.3 30g / 100;75.3g/10( ;75.3g/100 ;75.3g/100
87093315_87093318.png;7 % Kent;7% Kent. ;7% Kent. ;7% Kent.
87093315_87093318.png;84- 52- 28;84-52-28 ;84-52-28 ;84-52-28
87093315_87093318.png;655 ;655 c ;655 c ;655 c
87093315_87093318.png;Rod Length;Rod Length ;Rod Length ;Rod Length
87093315_87093318.png;Pressure Drop;Pressure Drop ;Pressure Drop ;Pressure Drop
87093315_87093318.png;Plug Wrap;Plug Wrap ;Plug Wrap ;Plug Wrap
87093315_87093318.png;Plug Wrap Por.;Plug Wrap Por. ;Plug Wrap Por. ;Plug Wrap Por.
87093315_87093318.png;Comb. Wrap;Comb. Wrap ;Comb. Wrap ;Comb. Wrap
87093315_87093318.png;Comb. Wrap Por.;Comb. Wrap Por. ;Comb. Wrap Por. ;Comb. Wrap Por.
87093315_87093318.png;Tobacco Blend;Tobacco Blend ;Tobacco Blend ;Tobacco Blend
87093315_87093318.png;Filter Production;Filter Production ;Filter Production ;Filter Production
87093315_87093318.png;Making & Packing;Making & Packing ;Making & Packing ;Making & Packing
87093315_87093318.png;Sample Requistion (Form 02: 20: 06);Sample Requistion (form 02: 16) ;"‘pom 02;20:06) ";Sample Requistion (form 02: 16)
87093315_87093318.png;Lassiter/ Douglas;Lassiter /Douglas ;Lassiter /Douglas ;Lassiter /Douglas
87093315_87093318.png;Tear Tape; ;Tear Tape ;Tear Tape
87093315_87093318.png;Sample No. on each Carton;Sample No. on each Carton ;Sample No. on ;Sample No. on each Carton
87093315_87093318.png;Laboratory Other;Laboratory ;Laboratory ;Laboratory
87093315_87093318.png;1 Tray; ;1 Tray ;1 Tray
87093315_87093318.png;Mainstream Smoke Analysis;Mainstream Smoke Analysis ;Mainstream Smoke Analysis ;Mainstream Smoke Analysis
87093315_87093318.png;Special Requirements;Special Requirements ;Special Requirements ;Special Requirements
87093315_87093318.png;Director, Product Development;Director, Product Development ;Director, Product Development ;Director, Product Development
87125460.png;87125460;87125460 ; ;87125460
87125460.png;APPROVALS;‘APPROVALS ;‘APPROVALS ;‘APPROVALS
87125460.png;DATE;DATE/ ;DATE/ ;DATE/
87125460.png;DATE;DATE ;DATE ;DATE
87125460.png;STUDY; ;STupy ;STupy
87125460.png;DIRECTOR;DIRECTAR ;DIRECTAR ;DIRECTAR
87125460.png;FINAL REPORT AMENDMENT;PINAL REPORT AMENDMENT ;PINAL REPORT AMENDMENT ;PINAL REPORT AMENDMENT
87125460.png;STUDY NAME;STUDY NAME ;STUDY NAME ;STUDY NAME
87125460.png;Induction of Hepatic Enzymes in rats (B202);Induction of Hepatic Enzymes in Rats (B202) ;Induction of Hepatic Enzymes in Rats (B202) ;Induction of Hepatic Enzymes in Rats (B202)
87125460.png;STUDY NUMBER;STUDY NUMBER ;STUDY NUMBER ;STUDY NUMBER
87125460.png;I- 7016. 401;1016.40) ;I-7016.401 ;I-7016.401
87125460.png;INITIATION DATE;INITIATION DATE ;INITIATION DATE ;INITIATION DATE
87125460.png;October 27, 1986;October 27, 1986 ;October 27, 1986 ;October 27, 1986
87125460.png;DATE OF FINAL REPORT;DATE OF FINAL REPORT ;DATE OF FINAL REPORT ;DATE OF FINAL REPORT
87125460.png;February 26, 1987;February 21 1987 ;February 26, 1987 ;February 26, 1987
87125460.png;PART OF FINAL REPORT TO BE AMENDED (EXACT LOCATION);PART OF FINAL REPORT TO BE AMENDED (EXACT LOCATION) ;PART OF FINAL REPORT TO BE AMENDED (EXACT LOCATION) ;PART OF FINAL REPORT TO BE AMENDED (EXACT LOCATION)
87125460.png;Page 14 and Table 4;Page 14 and Table 4 ;Page 14 and Table 4 ;Page 14 and Table 4
87125460.png;REASON FOR THE AMENDMENT;REASON FOR THE AMENDMENT ;REASON FOR THE AMENDMENT ;REASON FOR THE AMENDMENT
87125460.png;Request from sponsor;Request from sponsor ;Request from sponsor ;Request from sponsor
87125460.png;AMENDMENT (Attach additional sheets as necessary);AMENDMENT (Attach additional sheets as necessary) ;AMENDMENT (Attach additional sheets as necessary) ;AMENDMENT (Attach additional sheets as necessary)
87125460.png;see attached;see attached ;see attached ;see attached
87125460.png;8/ 7/ 87;4/23 ;eft) 23 ;eft) 23
87125460.png;08/ 14/ 87;ot}n| 8? ;ot}n| 8? ;ot}n| 8?
87125460.png;QUALITY ASSURANCE;“ANALITY ASSURANCE QUALITY ASSURANCE ;QUALITY ASSURANCE ;“ANALITY ASSURANCE QUALITY ASSURANCE
87137840.png;DATE:; ;DATE: ;DATE:
87137840.png;DATES:; ;DATE: ;DATE:
87137840.png;BROKEN; ;BROKEN ;BROKEN
87137840.png;LEAKED; ;LZAFED ;LZAFED
87137840.png;GOOD; ;G00 ;G00
87137840.png;T07281A;‘TO7281A ‘TO7281A ;‘TO7281A ;‘TO7281A ‘TO7281A
87137840.png;Lorillard;Lor jared ;Lorillard ;Lorillard
87137840.png;012590;212590 ;212590 ;212590
87137840.png;One; ;“ne ;“ne
87137840.png;B220;B220 ;B220 ;B220
87137840.png;87137840;8'713'7840 ; ;8'713'7840
87137840.png;TEST ARTICLE RECEIPT;TEST ARTICLE RECEIPT ;TEST ARTICLE RECEIPT ;TEST ARTICLE RECEIPT
87137840.png;TA #:;TA t ;TA #: ;TA #:
87137840.png;SPONSOR'S NAME:;SPONSOR'S NAME: ;SPONSOR'S NAME: ;SPONSOR'S NAME:
87137840.png;TEST ARTICLE IDENTIFICATION:;‘TEST ARTICLE IDENTIFICATION: ;‘TEST ARTICLE IDENTIFICATION: ;‘TEST ARTICLE IDENTIFICATION:
87137840.png;LOT #:;Lor’s: ;Lor’#: ;Lor’#:
87137840.png;CONDITION OF SHIPMENT:;CONDITION OF SHIEMENT? ;CONDITION OF SHIEMENT? ;CONDITION OF SHIEMENT?
87137840.png;SHIPPED VIA;SHIPPED VIA: ;SHIPPED VIA: ;SHIPPED VIA:
87137840.png;Direct Exress;Nirect’ £ess ;Nirect’ Exuress ;Nirect’ Exuress
87137840.png;Clear brown liquid;Clear brown liquid ;Clear brown liquid ;Clear brown liquid
87137840.png;PHYSICAL DESCRIPTION:;THYSICAL DESCRIPTICHN: ;THYSICAL DESCRIPTICN: ;THYSICAL DESCRIPTICHN:
87137840.png;NO. OF CONTAINERS:;OF CONTAINERS: ;NO. OF CONTAINERS: ;NO. OF CONTAINERS:
87137840.png;GROSS WEIGHT;GROSS WEIGHT: ;GROSS WEIGHT: ;GROSS WEIGHT:
87137840.png;Not provided;tot -ovided ;Mot ~rovided ;Mot ~rovided
87137840.png;NET WEIGHT (if provided):;NET WEIGHT (if provided) ;NET WEIGHT (if provided) : ;NET WEIGHT (if provided) :
87137840.png;100 g;100 g¢ ;100 g¢ ;100 g¢
87137840.png;Not provided;tot. ‘rovided. ;Not “revided. ;tot. ‘rovided.
87137840.png;EXPIRATION DATE:;EXPIRATION DATE: ;EXPIRATION DATE: ;EXPIRATION DATE:
87137840.png;SPECIAL HANDLING REQUIREMENTS:;SPECIAL HANDLING REQUIREMENTS: ;SPECIAL HANDLING REQUIREMENTS :. ;SPECIAL HANDLING REQUIREMENTS :.
87137840.png;Store refrigerated in dark.;Store refrigerated in dark. ;Store refrigerated in dark. ;Store refrigerated in dark.
87137840.png;RECEIVED BY:;RECEIVED BY: ;RECEIVED BY:. ;RECEIVED BY:.
87137840.png;03 /01 /90;93/01/90 ;93/01/90 ;93/01/90
87137840.png;STUDY DIRECTOR /DEPARTMENT;STUDY DIRBCTUR/DEPARIMENT: ;STUDY DIRBCTUR/DEPARIMENT: ;STUDY DIRBCTUR/DEPARIMENT:
87137840.png;Ray David;Ray Davie ;Ray Davie ;Ray Davie
87137840.png;SIGATURE OF DEPARTMENT CONSIGNEE:;SIGNATURE OF DEPARIMENT CONSIGNEE: ;SIGNATURE OF DEPARIMENT CONSIGNEE: ;SIGNATURE OF DEPARIMENT CONSIGNEE:
87137840.png;03 /02 /90;0362/2. ;2 3fo+/ Ge ;2 3fo+/ Ge
87147607.png;VENDOR;VENDOR ;VENDOR ;VENDOR
87147607.png;TERMS; ;TERMS ;TERMS
87147607.png;CODE;CODE ;CODE ;CODE
87147607.png;DESCRIPTION;DESCRIPTION ;DESCRIPTION ;DESCRIPTION
87147607.png;QUANTITY;‘QUANTITY ;‘QUANTITY ;‘QUANTITY
87147607.png;DEPARTMENT; ;DEPARTMENT ;DEPARTMENT
87147607.png;USE; ;USE ;USE
87147607.png;ONLY;ONLY ;ONLY ;ONLY
87147607.png;NC;nc ;nc ;nc
87147607.png;DATE; ;OATE ;OATE
87147607.png;Prev.; ;Prev. ;Prev.
87147607.png;UNIT;UNIT ;UNIT ;UNIT
87147607.png;PRICE; ;PRICE ;PRICE
87147607.png;4111;4111 ;4111 ;4111
87147607.png;8700;R700 ;R700 ;R700
87147607.png;87147607;8'714'7607 ; ;8'714'7607
87147607.png;FOR; ;FOR ;FOR
87147607.png;PURCHASING; ;PURCHASING ;PURCHASING
87147607.png;â PURCHASING;‘PURCHASING ;L] PURCHASING ;L] PURCHASING
87147607.png;â STATIONARY;‘STATIONARY ;"[""] STATIONARY ";"[""] STATIONARY"
87147607.png;PURCHASE REQUISITION;PURCHASE REQUISITION. ;PURCHASE REQUISITION. ;PURCHASE REQUISITION.
87147607.png;PLEASE INCLUDE ONLY ONE TYPE OF MATERIAL ON THIS REQUISITION;NOILISINOIY SIHL NO TWIH3ZLVYW 40 adAi 3NO AINO JON TON! 3SW3Id ;PLEASE INCLUDE ONLY ONE TYPE OF MATERIAL ON THIS REQUISITION ;NOILISINOIY SIHL NO TWIH3ZLVYW 40 adAi 3NO AINO JON TON! 3SW3Id
87147607.png;P. O. 1534 LT-1979; ;70. 0536 mav.te/70 ;70. 0536 mav.te/70
87147607.png;April 19, 1988;April 19, 1988 ;April 19, 1988 ;April 19, 1988
87147607.png;Piedmont Research Laboratory 2748 Patterson Ave., Greensboro,;Piedmont Res¢ irch Laboratory 2748 Patterson Ave., Greensboro, ;Piedmont Research Laboratory 2748 Patterson Ave., Greensboro, ;Piedmont Res¢ irch Laboratory 2748 Patterson Ave., Greensboro,
87147607.png;ORDER NO; ;ORDER NO. ;ORDER NO.
87147607.png;or Recommended Supplier;or Recommended Suppiler ;or Recommended Suppiler ;or Recommended Suppiler
87147607.png;Lorillard Research Center;Lorillard Research Center ;Lorillard Research Center ;Lorillard Research Center
87147607.png;N. A. Thaggard;N. A. Thaggard ;N. A. Thaggard ;N. A. Thaggard
87147607.png;As required;As required ;As required ;As required
87147607.png;DATE WANTED; ;OATE WANTEO ;OATE WANTEO
87147607.png;SHIP TO (DEPT BRANCH);SHIP TC (OEPT., tANCH) ;SHIP TO (OEPT., BRANCH) ;SHIP TO (OEPT., BRANCH)
87147607.png;27407 NET 15 F. O. B. N/A VIA N/A;NET 15 v0. N/A =, N/A ;NET 15 pow, N/A via. N/A ;NET 15 pow, N/A via. N/A
87147607.png;420 English St., Greensboro, NC 27405;420 English St., Greensboro, NC 27405 ;420 English St., Greensboro, NC 27405 ;420 English St., Greensboro, NC 27405
